experiment_id,declared_date,phase,status,hypothesis,kill_test,config_path,data_scope,code_ref,run_command,primary_metric,result_summary,artifact_path,builder,reviewer,review_status,notes
EXP-0036,2026-07-26,experiment,completed,HYP-0025 revisit: VEI entry gate on noise-VWAP using the Wilder RMA ATR (vs the SMA ATR in EXP-0035),"family-best must clear dSharpe>=+0.10 AND netR>=baseline; if it passes, matched-count random-drop null AND drift-preserving Null C (p<=0.05) must both clear; ES must transfer",experiments/configs/hyp_0025_vei_filter.json (method=wilder),"NQ+ES clean Databento RTH 1-min 2011-2026, common post-lb90 sample",core/vei.py (method=wilder|sma|ema); scripts/hyp_0025_vei_filter.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0025_vei_filter {real|null} {NQ|ES} 40 wilder,zero-day daily net-ATR-R Sharpe uplift vs baseline at family-best filtering cell (net R co-primary); drift-preserving Null C on primary,"NO-GO (not validated) but informative upgrade over EXP-0035. Wilder RMA (Study A: far cleaner than SMA) moved the NQ gate from clear-fail to real-gate PASS: family-best VEI(5/20) LOW<=1.003 (keep low-VEI/coiled breakouts, drop highest-VEI ~15% late chases) dSharpe +0.105, netR flat +0.33, retain 0.855; and it BEATS the matched-count random-drop null decisively (frac 0.000) = real per-trade quality selection, not rarity (matches EXP-0035 Part-C low-VEI-better). BUT fails the decisive drift-preserving Null C on the primary metric: dSharpe real +0.105 vs null mean -0.001 (center ~0), z+0.90, frac(null>=real)=0.175 (dNetR frac 0.400); the low-VEI quality selection is largely reproduced once returns are shuffled = vol-geometry the null preserves, not a unique timing edge (EXP-0032 pattern). ES REJECTS the real gate (best cell cuts 62% trades, netR -12.0 = turnover lever). Terminal verdict same as EXP-0035 (NO-GO) but sharper reason: real weak per-trade tilt, not validated alpha; estimator is load-bearing. Retain unconditioned baseline.",artifacts/runs/EXP-0036,Claude,unassigned,not-reviewed,"Revisit prompted by user (RMA variant). core/vei.py extended method=sma|wilder|ema (default sma reproduces EXP-0035; test_vei.py passes). Outputs gate_{NQ,ES}.txt, sweep_*, random_null_*, nullc_NQ.csv, verdict_*."
EXP-0037,2026-07-26,validation,completed,ATR-buffer family beats volatility-cluster-preserving 5/10/15-minute block Null C,real family-selected scaling uplift must beat all three 199-draw block-null distributions at p<=0.05 and z>=2 with non-positive null centers,experiments/configs/hyp_0026_block_nullc.json,NQ clean one-minute Databento RTH through 2026-07-14; consumed history,core/nulls_fast.py; scripts/hyp_0026_block_nullc.py; tests/test_nulls.py,python -m futures.nq.noise_vwap.scripts.hyp_0026_block_nullc validate ; python -m futures.nq.noise_vwap.scripts.hyp_0026_block_nullc null 199 --workers 4,family-selected scaled-minus-fixed zero-day daily net Sharpe uplift by block size,REJECT: volatility-cluster-preserving block Null C reproduces the ATR-buffer family-selected scaling uplift. Real +0.0850; 5m null +0.0888 z-0.05 p0.515; 10m +0.0917 z-0.09 p0.480; 15m +0.0795 z+0.08 p0.395. Local abs-return clustering is preserved and all 597 draws retain diffusivity 0.25. EXP-0033 NO-GO confirmed.,artifacts/runs/EXP-0037,Codex,unassigned,not-reviewed,"hypothesis=experiments/hypotheses/HYP-0026.md; Artifacts: invariants.json, block_nullc_draws.csv, block_nullc_report.json, review.md. First pre-run draft pinning the full opening block was corrected before material draws because it retained excessive time-of-day structure; frozen run pins only the opening atom."
EXP-0038,2026-07-27,diagnostic,completed,"Regime-coverage diagnostic (aligrithm.com method): does the noise-VWAP edge cover volatility x trend market states, and do the exit variants differ in regime robustness?","n/a (descriptive coverage diagnostic, no null spent)",scripts/regime_coverage.py,"NQ RTH 2011-12..2026-07, 3628 common eligible sessions, 0.25 tick/side",core.engine+core.atr_buffer.run_1m_atr+engine2,python -u -m futures.nq.noise_vwap.scripts.regime_coverage,per-cell zero-day daily-$ Sharpe @1c with bootstrap 95% CI; deployment gate N_min=252 days & SR_min=0,"All 3 variants (baseline / partial_tp / atr_buffer) share one profile: aggregate ~1.0 Sharpe DOMINATED by the high-vol band (25% of days, $170-236/day); genuine soft spot is ELEVATED vol (Sharpe 0.1-0.45); daily-TREND cells weakest per band. 8/12 cells pass the gate, SAME 4 fail all for THIN coverage (<252d: low.chop, low.weak, elevated.trend, high.trend), NONE for negative Sharpe. Vol/trend correlated + vol era-clustered (2013 has 0 high-vol days, 2022 ~98%). partial_tp tilts to calm/chop robustness, atr_buffer to high-vol/trend upside; exits are a regime-tilt lever, not a coverage fix.",artifacts/runs/EXP-0038/,Claude,unreviewed,Descriptive; frozen configs; no verdict change. Regime labels are 2-sided descriptive stratification (full-sample quantiles) over causal trailing measures.,
EXP-0039,2026-07-27,validation,completed,"HYP-0027: does the EXP-0038 volatility-regime per-cell Sharpe profile survive the drift-preserving Null C, or is the high-vol concentration null-preserved vol-geometry?",If high-vol cells sit inside their null band (frac>=0.15) the concentration is machinery -> no vol gate/size; if they decisively beat null (frac<0.05) the vol dependence is real -> preregister a causal vol-sizing test,scripts/hyp_0027_regime_nullc.py (null_c_returns + _null_c_frame; regime labels preserved & asserted),"NQ RTH 2011-12..2026-07, 3628 common eligible sessions, 40 drift-preserving draws, 0.25 tick/side, 3 variants",core.nulls.null_c_returns + core.engine + core.atr_buffer.run_1m_atr + engine2,python -u -m futures.nq.noise_vwap.scripts.hyp_0027_regime_nullc null 40,"per-cell real vs null daily-$ Sharpe: z, frac(null>=real); diffusivity gate","SECOND branch fired (CONTRADICTS the EXP-0017/0019 machinery prior): the high-vol Sharpe concentration BEATS the null decisively -- baseline vol:high real 1.475 vs null 0.390, z 4.26, frac 0.000, replicated on atr_buffer (z4.44) and partial_tp (z4.12). Timing edge (real-null) is >2x larger in high vol (+1.085) than any other band (~+0.49-0.53). Every band beats its null; the elevated-vol EXP-0038 'soft spot' is mostly a negative DRIFT component the null also suffers (null elevated -0.255), timing edge there ~normal. Vol dependence is REAL, not machinery -> refines (does NOT overturn) the 'vol-independent' prior: cannot GATE on vol (elevated cells still positive edge = turnover lever) but the risk-adjusted intraday edge is genuinely vol-DEPENDENT. Clears the gate for a preregistered CAUSAL vol-sizing test (HYP-0028), TEMPERED by EXP-0028 (a real per-unit signal failed sizing via tail-risk concentration; high vol = the drawdown regime). Diffusivity gate passed (null median 0.2500=real). Null preserves regime labels exactly (agreement 1.0). No core engine change.",artifacts/runs/EXP-0039/,Claude,unreviewed,Second look at the regime axis on consumed history; any sizing schedule needs its own Null C + forward shadow (rule 26).,
EXP-0040,2026-07-28,experiment,completed,"HYP-0028: does a CAUSAL vol-regime position-size overlay monetize the EXP-0039 high-vol edge concentration into risk-adjusted return, net of drawdown?","If Frame-A high_boost Sharpe uplift beats its Null C (frac<0.05) AND maxDD not materially worse AND mirror worse -> forward-shadow candidate; else (uplift ~0/inside null, or bought with worse DD) NO-GO","scripts/hyp_0028_vol_sizing.py (causal expanding vol-percentile weight, prior-mean-1 normalised; weights identical real/null since daily returns preserved)","NQ RTH 2011-12..2026-07, 3628 labelled sessions, 0.25 tick/side, Frame A overlay + Frame B vol-target interaction",core.engine continuous stop + core.nulls + forensic.sizing,python -u -m futures.nq.noise_vwap.scripts.hyp_0028_vol_sizing real,Frame-A daily-$ Sharpe uplift (sized-unsized) + dMaxDD + dCVaR5; Null C gated on the primary,"NO-GO. Frame A (deployable per-contract overlay, prior-mean-1): PRIMARY high_boost (1.5x above causal 75th vol pct) dSharpe -0.006 (FLAT), vol_linear -0.025, mirror vol_down -0.036. Direction matches EXP-0039 (high_boost beats mirror by +0.030 = boosting high vol IS better than deweighting) but magnitude is inert -- levering high-Sharpe/high-VARIANCE days raises std in step with mean, aggregate Sharpe unmoved; 1x book already ~Sharpe-optimal across vol. Only side effect: high_boost mildly shallows maxDD (+$2,440) at flat Sharpe/higher mean$ (partly mean_w 1.037>1), tail slightly worse. Frame B (vol-target x tilt, descriptive) CONFOUNDED: ALL schedules incl the MIRROR raise Sharpe (vol_down +0.239) = generic reweighting/flooring artifact of the integer-floored vol-target series, fails its own mirror control, NOT evidence. Real fails primary metric -> Null C NOT spent (gate-nullc rule). Synthesis EXP-0038/0039/0040: vol edge is REAL & concentrated in high vol (null-confirmed EXP-0039) but neither GATEABLE (elevated cells still positive = turnover lever) nor SIZEABLE (Frame A flat) -- the EXP-0028 real-signal-doesn't-monetize/quality-not-alpha pattern. Retain unconditioned 1x book; vol-targeting stays survival not alpha. No core engine change.",artifacts/runs/EXP-0040/,Claude,unreviewed,3rd look on the vol axis on consumed history; NO-GO so no forward shadow triggered.,
EXP-0041,2026-07-27,validation,completed,Causal rolling-percentile volatility and trend regimes are better calibrated than full-sample fixed buckets without relying on strategy P&L,"Reject any candidate with max annual vol share >60%, median vol dwell <3 sessions, post-warmup label loss >15%, or failed causality. Rank passers only by frozen calibration score; P&L descriptive.",experiments/configs/hyp_0029_causal_regimes.json,NQ clean Databento RTH 2011-12-08 through 2026-07-14; consumed history; common defined sample for ranking,scripts/hyp_0029_causal_regimes.py; tests/test_causal_regimes.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0029_causal_regimes,"Frozen calibration score plus hard gates; annual occupancy, singleton rate, dwell, coverage and 12-cell counts; strategy P&L descriptive only","QUALIFIED calibration result. P&L-blind 3x3 sweep selects i10_c504 as the only volatility-gate passer: score 0.403 vs fixed-control 0.619, max annual bucket share 55.2% vs 98.0%, median vol dwell 3, zero label loss, causal parity. Primary i20_c504 narrowly fails at 60.8%; 504 sessions is the local calibration sweet spot. Joint volxtrend rule not promoted because selected trend dwell is 2 sessions/singletons 17.1%. Descriptive P&L is nonmonotonic (low/normal/elevated/high Sharpe 1.18/1.47/1.14/0.73); no alpha claim or Null C.",artifacts/runs/EXP-0041,Codex,unassigned,not-reviewed,"hypothesis=experiments/hypotheses/HYP-0029.md; Use i10_c504 only as a causal relative-vol reporting label. Raw RV remains the risk control. Evidence includes calibration_summary.csv, annual_occupancy.csv, primary label/threshold history, descriptive regime/year P&L, tests, and review.md."
EXP-0042,2026-07-27,validation,completed,Trend-percentile hysteresis reduces one-day regime flips without making the causal 10x504 state model too sticky,"NO-GO if no h clears median trend dwell>=3, singleton<=10%, max annual trend share<=60%, min 12-cell days>=150 and causality. Choose smallest passing h; never select on P&L.",experiments/configs/hyp_0030_trend_hysteresis.json,NQ clean Databento RTH 2011-12-08 through 2026-07-14; EXP-0041 common 3173-session sample; consumed history,core/causal_regimes.py; scripts/hyp_0030_trend_hysteresis.py; tests/test_causal_regimes.py,python -u -m futures.nq.noise_vwap.scripts.hyp_0030_trend_hysteresis,Smallest h clearing all frozen label-quality gates; P&L descriptive only,"PASS for label calibration. h=0.075 is the smallest complete pass: median trend dwell 2->3 sessions, singleton rate 17.1%->7.4%, transitions 1201->872, max annual trend share 43.5%, minimum 12-cell coverage 152, causal parity. h=0.05 just misses singleton gate (10.34%); h=0.10 is too sticky (min cell 143). P&L was excluded from selection; descriptive chop/weak/trend Sharpe changes 0.88/1.48/0.76 -> 0.46/1.79/0.83. Adopt for reporting only, not gating/sizing; no Null C.",artifacts/runs/EXP-0042,Codex,unassigned,not-reviewed,"hypothesis=experiments/hypotheses/HYP-0030.md; First execution stopped before results on a pyarrow Boolean cumsum in a reporting helper; replaced with equivalent NumPy loop and reran deterministically. Outputs: hysteresis summary, annual occupancy, selected labels, descriptive regime/year P&L, summary and review."
EXP-0043,2026-08-10,experiment,completed,require_reset re-entry: blocking same-side re-entry until price returns inside the Noise Area improves risk-adjusted performance,"REJECT unless, on the PRIMARY (deployed continuous-stop) NQ book,",scripts/hyp_0031_require_reset.py,"NQ and ES clean Databento 1-minute RTH, 2011-12 .. 2026-07, common",working-tree,python -u -m futures.nq.noise_vwap.scripts.hyp_0031_require_reset real NQ,full-sample zero-trade-day daily net-ATR-R Sharpe uplift,"SPLIT VERDICT; splitting variable is STOP-CHECK CADENCE. PRIMARY (deployed every-bar continuous stop, preregistered): NO-GO both markets -- NQ dSharpe -0.011/netR -4.41, ES +0.003/netR -2.45, both fail the gate so Null C not spent; exposure-matched random drop from the same pool does at least as well (frac 0.655 NQ / 0.825 ES) = no selection information, and the removed trades are PROFITABLE (+0.0103 R NQ). SECONDARY (decision-clock stop = the source spec's run-18 cadence; SEARCHED, not preregistered): PASSES -- NQ +0.117/netR +4.77, ES +0.224/netR +14.81, removed trades are LOSERS (-0.0121 NQ / -0.0355 ES R), gross/trade +23%, ES maxDD 8.64->6.83. DECISIVE control 1b (same lock, RANDOM unlock, hazard bisected to match trade count exactly): real +0.117 vs null -0.012 (frac 0.005) NQ; +0.224 vs +0.039 (frac 0.000) ES -- null centres at ~0, so cooling off for the same duration is worth NOTHING and the entire effect is the band-reset CONDITION. Null C: ES frac 0.000 z+2.24 PASS; NQ frac 0.075 z+1.75 MISS vs the preregistered 0.05 (null centre NEGATIVE = not variance amplification). MECHANISM: require_reset and the continuous stop are SUBSTITUTES -- a 12x/day stop lets price run outside the band so the breakout is still true at the next checkpoint and the engine re-buys the failed move; an every-minute stop exits before that state forms. Retain deployed baseline; do NOT promote as alpha. TWO INVALID CONTROLS produced and corrected in-run (documented, not discarded): (1) first matched-count control matched lock FIRINGS not exposure (one blocked key removes only 0.586 trades) so the random arm cut ~666 vs the rule's 430, flattering it -- overturned an earlier 0.740/0.955 claim; (2) on the secondary cells that control went DEGENERATE at K==pool (sd 0.0000) printing a FALSE frac=0.000, now guarded in code -- a one-shot blocklist cannot imitate a PERSISTENT lock.",artifacts/runs/EXP-0043,Claude,unassigned,pending,hypothesis=experiments/hypotheses/HYP-0031.md
EXP-0044,2026-08-11,experiment,planned,Mandatory prop-firm protective stop anchored on the entry-frozen band/VWAP level: cost and sensible placement,"this cannot be ""rejected"" — the stop is compulsory. The decision",scripts/hyp_0032_hard_stop.py,"NQ and ES clean Databento 1-minute RTH, 2011-12..2026-07, common",working-tree,python -u -m futures.nq.noise_vwap.scripts.hyp_0032_hard_stop NQ,net-ATR-R daily Sharpe and total net R versus the SAME book,Pending,artifacts/runs/EXP-0044,Claude,unassigned,pending,hypothesis=experiments/hypotheses/HYP-0032.md
EXP-0045,2026-08-11,experiment,planned,Mandatory stop as the position-sizing mechanism: deployable risk units and prop-challenge pass rate,the mandatory stop + stop-based sizing must not be WORSE than the,scripts/hyp_0033_stop_sizing.py,"NQ clean Databento 1-min RTH 2011-12..2026-07, 3628 sessions; consumed.",working-tree,python -u -m futures.nq.noise_vwap.scripts.hyp_0033_stop_sizing NQ,"prop-challenge PASS RATE over every start date ($50k, $3k target,",Pending,artifacts/runs/EXP-0045,Claude,unassigned,pending,hypothesis=experiments/hypotheses/HYP-0033.md
